time,month,hours_after_sunset,bat_landing_number,food_availability,rat_minutes,rat_arrival_number
6/05/2018 20:54,5,1.5,31,3.860887097,0.0,0
6/05/2018 21:24,5,2.0,8,3.40625,0.0,0
6/05/2018 21:54,5,2.5,17,3.033266129,0.0,0
6/05/2018 22:24,5,3.0,15,3.0,0.0,0
6/05/2018 22:54,5,3.5,10,3.0,0.0,0
7/05/2018 1:24,5,6.0,24,3.0,0.0,0
7/05/2018 1:54,5,6.5,28,3.0,0.0,0
7/05/2018 4:54,5,9.5,6,2.012316716,0.0,0
7/05/2018 5:54,5,10.5,5,2.0,0.0,0
7/05/2018 6:24,5,11.0,8,2.0,0.0,0
7/05/2018 6:54,5,11.5,5,2.0,0.0,0
7/05/2018 7:24,5,12.0,3,2.0,0.0,0
7/05/2018 7:54,5,12.5,1,2.0,0.0,0
7/05/2018 17:25,5,-2.0,14,4.0,0.0,0
7/05/2018 17:55,5,-1.5,20,4.0,0.0,0
7/05/2018 19:25,5,0.0,32,3.350877193,0.0,0
7/05/2018 19:55,5,0.5,46,3.008488964,0.0,0
7/05/2018 20:25,5,1.0,17,3.0,0.0,0
7/05/2018 21:25,5,2.0,28,3.0,0.0,0
7/05/2018 22:25,5,3.0,19,3.0,0.0,0
7/05/2018 22:55,5,3.5,35,3.0,0.0,0
7/05/2018 23:55,5,4.5,18,2.835975943,0.0,0
8/05/2018 1:25,5,6.0,46,2.0,0.0,0
8/05/2018 1:55,5,6.5,48,2.0,0.0,0
8/05/2018 4:25,5,9.0,18,1.615384615,0.0,0
8/05/2018 5:55,5,10.5,2,1.0,0.0,0
9/05/2018 17:26,5,-2.0,8,4.0,0.0,0
9/05/2018 17:56,5,-1.5,22,4.0,0.0,0
9/05/2018 18:26,5,-1.0,44,4.0,0.0,0
9/05/2018 18:56,5,-0.5,45,3.811290323,0.0,0
9/05/2018 19:26,5,0.0,31,3.316666667,0.0,0
9/05/2018 19:56,5,0.5,12,3.005376344,0.0,0
9/05/2018 20:26,5,1.0,35,3.0,0.0,0
9/05/2018 20:56,5,1.5,49,3.0,0.0,0
9/05/2018 21:26,5,2.0,64,3.0,0.0,0
9/05/2018 21:56,5,2.5,31,3.0,0.0,0
9/05/2018 22:26,5,3.0,13,3.0,0.0,0
9/05/2018 22:56,5,3.5,14,3.0,0.0,0
9/05/2018 23:26,5,4.0,42,3.0,0.0,0
9/05/2018 23:56,5,4.5,18,3.0,0.0,0
10/05/2018 0:26,5,5.0,37,3.0,0.0,0
10/05/2018 1:56,5,6.5,33,3.0,0.0,0
10/05/2018 3:56,5,8.5,24,2.823084677,0.0,0
10/05/2018 6:26,5,11.0,9,2.0,0.0,0
10/05/2018 6:56,5,11.5,7,2.0,0.0,0
10/05/2018 7:26,5,12.0,3,2.0,0.0,0
10/05/2018 7:56,5,12.5,1,2.0,0.0,0
10/05/2018 8:26,5,13.0,3,2.0,0.0,0
10/05/2018 17:27,5,-2.0,5,4.0,0.0,0
10/05/2018 17:57,5,-1.5,11,4.0,0.0,0
10/05/2018 18:27,5,-1.0,6,4.0,0.0,0
10/05/2018 18:57,5,-0.5,6,3.828133263,0.0,0
10/05/2018 19:27,5,0.0,1,3.344262295,0.0,0
10/05/2018 21:27,5,2.0,24,3.0,0.0,0
10/05/2018 22:27,5,3.0,34,3.0,0.0,0
10/05/2018 22:57,5,3.5,21,3.0,0.0,0
11/05/2018 0:27,5,5.0,17,3.0,0.0,0
11/05/2018 0:57,5,5.5,28,3.0,0.0,0
11/05/2018 2:57,5,7.5,23,2.003337041,0.0,0
11/05/2018 3:27,5,8.0,11,2.0,0.0,0
11/05/2018 6:27,5,11.0,3,2.0,0.0,0
11/05/2018 6:57,5,11.5,3,2.0,0.0,0
11/05/2018 7:27,5,12.0,5,2.0,0.0,0
11/05/2018 7:57,5,12.5,11,2.0,0.0,0
13/05/2018 20:29,5,1.0,1,4.0,0.0,0
13/05/2018 20:59,5,1.5,10,3.885116016,0.0,0
13/05/2018 21:29,5,2.0,8,3.622807018,0.0,0
13/05/2018 22:59,5,3.5,30,3.0,0.0,0
14/05/2018 1:59,5,6.5,32,3.0,0.0,0
14/05/2018 2:29,5,7.0,34,3.0,0.0,0
14/05/2018 2:59,5,7.5,23,3.0,0.0,0
14/05/2018 5:59,5,10.5,10,3.0,0.0,0
14/05/2018 6:29,5,11.0,7,3.0,0.0,0
14/05/2018 7:59,5,12.5,1,3.0,0.0,0
16/05/2018 17:31,5,-2.0,1,4.0,0.0,0
16/05/2018 18:01,5,-1.5,1,4.0,0.0,0
16/05/2018 19:01,5,-0.5,11,3.737704918,0.0,0
16/05/2018 20:31,5,1.0,33,3.0,0.0,0
16/05/2018 23:01,5,3.5,37,2.737704918,0.0,0
16/05/2018 23:31,5,4.0,40,2.245901639,0.0,0
17/05/2018 0:01,5,4.5,31,2.0,0.0,0
17/05/2018 0:31,5,5.0,22,2.0,0.0,0
17/05/2018 1:01,5,5.5,21,2.0,0.0,0
17/05/2018 2:01,5,6.5,28,2.0,0.0,0
17/05/2018 5:31,5,10.0,15,1.0,0.0,0
17/05/2018 17:32,5,-2.0,10,4.0,0.0,0
17/05/2018 18:02,5,-1.5,6,4.0,0.0,0
17/05/2018 18:32,5,-1.0,11,3.998413538,0.0,0
17/05/2018 19:32,5,0.0,15,3.230037017,0.0,0
17/05/2018 20:02,5,0.5,25,3.0,0.0,0
17/05/2018 21:02,5,1.5,34,3.0,0.0,0
17/05/2018 21:32,5,2.0,40,3.0,0.0,0
17/05/2018 22:02,5,2.5,50,2.758064516,0.0,0
17/05/2018 23:02,5,3.5,40,2.0,0.0,0
18/05/2018 0:02,5,4.5,45,2.0,0.0,0
18/05/2018 0:32,5,5.0,22,2.0,0.0,0
18/05/2018 1:02,5,5.5,37,2.0,0.0,0
18/05/2018 2:02,5,6.5,52,1.746031746,0.0,0
18/05/2018 2:32,5,7.0,30,1.26984127,0.0,0
18/05/2018 4:02,5,8.5,29,1.0,0.0,0
18/05/2018 5:32,5,10.0,4,0.347826087,0.0,0
18/05/2018 18:33,5,-1.0,1,3.996827076,0.0,0
18/05/2018 19:03,5,-0.5,40,3.704918033,0.0,0
18/05/2018 19:33,5,0.0,24,3.214701216,0.0,0
18/05/2018 20:03,5,0.5,2,3.0,0.0,0
18/05/2018 21:03,5,1.5,17,3.0,0.0,0
18/05/2018 22:33,5,3.0,35,3.0,0.0,0
18/05/2018 23:03,5,3.5,15,3.0,0.0,0
18/05/2018 23:33,5,4.0,57,3.0,0.0,0
19/05/2018 0:03,5,4.5,43,2.749423963,0.0,0
19/05/2018 1:03,5,5.5,42,2.0,0.0,0
19/05/2018 1:33,5,6.0,33,2.0,0.0,0
19/05/2018 2:03,5,6.5,39,2.0,0.0,0
19/05/2018 2:33,5,7.0,35,2.0,0.0,0
19/05/2018 4:03,5,8.5,21,1.724137931,0.0,0
19/05/2018 4:33,5,9.0,16,1.210233593,0.0,0
19/05/2018 5:33,5,10.0,7,1.0,0.0,0
19/05/2018 6:03,5,10.5,2,1.0,0.0,0
19/05/2018 17:33,5,-2.0,3,4.0,0.0,0
19/05/2018 18:03,5,-1.5,2,4.0,0.0,0
19/05/2018 18:33,5,-1.0,6,4.0,0.0,0
19/05/2018 19:03,5,-0.5,6,4.0,0.0,0
19/05/2018 20:03,5,0.5,28,3.7,0.0,0
19/05/2018 20:33,5,1.0,39,3.203225806,0.0,0
19/05/2018 21:33,5,2.0,32,3.0,0.0,0
19/05/2018 22:33,5,3.0,31,3.0,0.0,0
19/05/2018 23:03,5,3.5,37,3.0,0.0,0
19/05/2018 23:33,5,4.0,26,3.0,0.0,0
20/05/2018 0:03,5,4.5,49,2.754098361,0.0,0
20/05/2018 1:33,5,6.0,30,2.0,0.0,0
20/05/2018 2:03,5,6.5,26,2.0,0.0,0
20/05/2018 3:03,5,7.5,27,2.0,0.0,0
20/05/2018 4:33,5,9.0,9,2.0,0.0,0
20/05/2018 5:03,5,9.5,7,2.0,0.0,0
20/05/2018 5:33,5,10.0,13,1.99755002,0.0,0
20/05/2018 6:03,5,10.5,6,1.772151899,0.0,0
20/05/2018 7:03,5,11.5,1,1.055532871,0.0,0
20/05/2018 17:34,5,-2.0,2,4.0,0.0,0
20/05/2018 18:04,5,-1.5,18,4.0,0.0,0
20/05/2018 18:34,5,-1.0,1,3.838709677,0.0,0
20/05/2018 19:04,5,-0.5,6,3.0,0.0,0
20/05/2018 19:34,5,0.0,13,3.0,0.0,0
20/05/2018 20:04,5,0.5,9,3.0,0.0,0
20/05/2018 20:34,5,1.0,22,3.0,0.0,0
20/05/2018 21:04,5,1.5,27,3.0,0.0,0
20/05/2018 22:34,5,3.0,21,2.996878252,0.0,0
20/05/2018 23:04,5,3.5,38,2.709677419,0.0,0
20/05/2018 23:34,5,4.0,29,2.226326743,0.0,0
21/05/2018 0:04,5,4.5,28,2.0,0.0,0
21/05/2018 1:04,5,5.5,53,2.0,0.0,0
21/05/2018 1:34,5,6.0,32,2.0,0.0,0
21/05/2018 2:04,5,6.5,34,2.0,0.0,0
21/05/2018 3:04,5,7.5,37,1.745762712,0.0,0
21/05/2018 3:34,5,8.0,27,1.237834882,0.0,0
21/05/2018 4:04,5,8.5,21,1.0,0.0,0
21/05/2018 4:34,5,9.0,9,1.0,0.0,0
21/05/2018 5:04,5,9.5,13,1.0,0.0,0
21/05/2018 5:34,5,10.0,13,1.0,0.0,0
21/05/2018 6:04,5,10.5,8,1.0,0.0,0
21/05/2018 6:34,5,11.0,6,1.0,0.0,0
21/05/2018 7:04,5,11.5,1,1.0,0.0,0
21/05/2018 7:34,5,12.0,1,1.0,0.0,0
21/05/2018 17:35,5,-2.0,1,4.0,0.0,0
21/05/2018 18:05,5,-1.5,1,4.0,0.0,0
21/05/2018 18:35,5,-1.0,5,3.999423963,0.0,0
21/05/2018 19:05,5,-0.5,3,3.714285714,0.0,0
21/05/2018 19:35,5,0.0,18,3.187211982,0.0,0
21/05/2018 20:05,5,0.5,4,3.0,0.0,0
21/05/2018 21:05,5,1.5,20,2.701754386,0.0,0
21/05/2018 22:05,5,2.5,37,2.0,0.0,0
21/05/2018 22:35,5,3.0,11,2.0,0.0,0
21/05/2018 23:35,5,4.0,42,2.0,0.0,0
22/05/2018 0:35,5,5.0,46,2.0,0.0,0
22/05/2018 1:05,5,5.5,31,2.0,0.0,0
22/05/2018 2:35,5,7.0,24,1.196670135,0.0,0
22/05/2018 3:05,5,7.5,41,1.0,0.0,0
22/05/2018 3:35,5,8.0,28,1.0,0.0,0
22/05/2018 4:05,5,8.5,22,1.0,0.0,0
22/05/2018 4:35,5,9.0,11,1.0,0.0,0
22/05/2018 5:05,5,9.5,9,1.0,0.0,0
22/05/2018 5:35,5,10.0,7,1.0,0.0,0
22/05/2018 17:35,5,-2.0,13,4.0,0.0,0
22/05/2018 18:05,5,-1.5,9,4.0,0.0,0
22/05/2018 18:35,5,-1.0,2,3.992319508,0.0,0
22/05/2018 19:35,5,0.0,1,3.207885305,0.0,0
22/05/2018 20:05,5,0.5,4,3.0,0.0,0
22/05/2018 20:35,5,1.0,13,3.0,0.0,0
22/05/2018 21:05,5,1.5,38,3.0,0.0,0
22/05/2018 21:35,5,2.0,14,3.0,0.0,0
22/05/2018 22:05,5,2.5,34,3.0,0.0,0
22/05/2018 22:35,5,3.0,25,3.0,0.0,0
22/05/2018 23:05,5,3.5,43,3.0,0.0,0
22/05/2018 23:35,5,4.0,33,3.0,0.0,0
23/05/2018 0:05,5,4.5,23,3.0,0.0,0
23/05/2018 0:35,5,5.0,29,3.0,0.0,0
23/05/2018 1:05,5,5.5,43,3.0,0.0,0
23/05/2018 1:35,5,6.0,48,3.0,0.0,0
23/05/2018 2:05,5,6.5,12,3.0,0.0,0
23/05/2018 2:35,5,7.0,33,3.0,0.0,0
23/05/2018 3:05,5,7.5,48,3.0,0.0,0
23/05/2018 3:35,5,8.0,33,3.0,0.0,0
23/05/2018 4:05,5,8.5,23,3.0,0.0,0
23/05/2018 4:35,5,9.0,4,3.0,0.0,0
23/05/2018 5:05,5,9.5,6,3.0,0.0,0
23/05/2018 5:35,5,10.0,4,3.0,0.0,0
23/05/2018 6:05,5,10.5,7,3.0,0.0,0
23/05/2018 6:35,5,11.0,2,3.0,0.0,0
31/05/2018 17:41,5,-2.0,6,4.0,0.0,0
31/05/2018 18:41,5,-1.0,5,3.964516129,0.0,0
31/05/2018 19:11,5,-0.5,12,3.566666667,0.0,0
31/05/2018 19:41,5,0.0,28,3.102150538,0.0,0
31/05/2018 20:11,5,0.5,36,3.0,0.0,0
31/05/2018 20:41,5,1.0,15,3.0,0.0,0
31/05/2018 21:11,5,1.5,39,3.0,0.0,0
31/05/2018 21:41,5,2.0,37,3.0,0.0,0
31/05/2018 22:11,5,2.5,41,3.0,0.0,0
31/05/2018 22:41,5,3.0,27,3.0,0.0,0
31/05/2018 23:41,5,4.0,52,2.969928923,0.0,0
1/06/2018 0:11,6,4.5,54,2.576271186,0.0,0
1/06/2018 0:41,6,5.0,59,2.103881903,0.0,0
1/06/2018 1:11,6,5.5,79,2.0,0.0,0
1/06/2018 1:41,6,6.0,71,1.96566077,0.0,0
1/06/2018 2:11,6,6.5,68,1.580645161,0.0,0
1/06/2018 2:41,6,7.0,56,1.120187305,0.0,0
1/06/2018 3:11,6,7.5,59,1.0,0.0,0
1/06/2018 3:41,6,8.0,20,1.0,0.0,0
1/06/2018 4:11,6,8.5,7,1.0,0.0,0
1/06/2018 4:41,6,9.0,6,1.0,0.0,0
1/06/2018 5:11,6,9.5,7,1.0,0.0,0
1/06/2018 5:41,6,10.0,2,1.0,0.0,0
