start_time_hour,sunset_time_hour,rat_period_start_hour,rat_period_end_hour,rat_activity_minutes,time_after_sunset_minutes,start_month,start_dayofweek,start_day_index,habit_category_neutral_response,habit_category_uncertain
2.2333333333333334,19.3,2.216666666666667,2.2333333333333334,1.0,-1024.0,4,5,123,1,0
2.3666666666666667,19.3,2.35,2.3833333333333333,2.0,-1016.0,4,5,123,0,0
2.3666666666666667,19.3,2.35,2.3833333333333333,2.0,-1016.0,4,5,123,1,0
2.8166666666666664,19.3,2.783333333333333,2.85,4.0,-989.0,4,5,123,1,0
2.8166666666666664,19.3,2.783333333333333,2.85,4.0,-989.0,4,5,123,1,0
2.8333333333333335,19.3,2.783333333333333,2.85,4.0,-988.0,4,5,123,1,0
2.8333333333333335,19.3,2.783333333333333,2.85,4.0,-988.0,4,5,123,1,0
2.8333333333333335,19.3,2.783333333333333,2.85,4.0,-988.0,4,5,123,1,0
2.85,19.3,2.783333333333333,2.85,4.0,-987.0,4,5,123,1,0
3.4166666666666665,19.3,3.4,3.4166666666666665,1.0,-953.0,4,5,123,0,0
3.4166666666666665,19.3,3.4,3.4166666666666665,1.0,-953.0,4,5,123,1,0
3.6,19.3,3.55,3.6,3.0,-942.0,4,5,123,1,0
3.85,19.3,3.8,4.15,21.0,-927.0,4,5,123,1,0
5.266666666666667,19.3,5.233333333333333,5.35,7.0,-842.0,4,5,123,0,0
5.333333333333333,19.3,5.233333333333333,5.35,7.0,-838.0,4,5,123,1,0
5.916666666666667,19.3,5.916666666666667,6.083333333333333,10.0,-803.0,4,5,123,1,0
20.7,19.2,20.666666666666668,20.716666666666665,3.0,90.0,4,2,113,1,0
20.716666666666665,19.2,20.666666666666668,20.716666666666665,3.0,91.0,4,2,113,1,0
0.31666666666666665,19.2,0.3,0.31666666666666665,1.0,-1133.0,4,3,114,1,0
1.25,19.2,1.2,1.3,6.0,-1077.0,4,3,114,1,0
4.516666666666667,19.2,4.466666666666667,4.566666666666666,6.0,-881.0,4,3,114,0,0
4.533333333333333,19.2,4.466666666666667,4.566666666666666,6.0,-880.0,4,3,114,1,0
4.55,19.2,4.466666666666667,4.566666666666666,6.0,-879.0,4,3,114,1,0
