bat_landing_to_food,risk,reward,month,season,bat_start_hour,sin_hour,cos_hour,bat_landing_to_food_lag1,log1p_seconds_after_rat_arrival,log1p_hours_after_sunset,log1p_bat_start_hour,log1p_rat_start_hour,log1p_rat_end_hour
10.0,0,1,5,1,20,0.34686744555703397,0.9379141619640563,0.094784549,5.62040086571715,0.8557147201762292,3.044522437723423,3.044522437723423,3.091042453358316
0.076254237,1,0,4,1,20,0.3482993883266123,0.9373833453242637,10.0,5.117993812416755,0.8581906984260484,3.044522437723423,3.044522437723423,3.044522437723423
0.017597713,0,1,4,1,20,0.3619635486152997,0.9321922492028238,0.076254237,5.966146739123692,0.8815842585428348,3.044522437723423,3.044522437723423,3.044522437723423
0.014184241,1,0,4,1,20,0.36304795841699816,0.9317704545054267,0.017597713,5.950642552587727,0.8834231283863268,3.044522437723423,3.044522437723423,3.044522437723423
6.0,1,0,2,0,18,0.3681921670194061,0.9297497126353703,0.014184241,5.19295685089021,0.8921118762680605,2.9444389791664403,2.9444389791664403,2.9444389791664403
6.0,0,1,2,0,18,0.3696791878958781,0.9291594578093924,6.0,5.308267697401205,0.8946130144066765,2.9444389791664403,2.9444389791664403,2.9444389791664403
17.0,1,1,5,1,20,0.3719754484373968,0.9282425683838237,6.0,6.470799503782602,0.8984661468258718,3.044522437723423,3.044522437723423,3.091042453358316
1.0,1,0,2,0,18,0.37777345455658706,0.9258980597411263,17.0,5.7745515455444085,0.9081465466455448,2.9444389791664403,2.9444389791664403,2.9444389791664403
0.032534418,0,1,4,1,20,0.38261624488392937,0.9239073596150866,1.0,6.54534966033442,0.9161796145008484,3.044522437723423,3.044522437723423,3.044522437723423
4.0,0,1,4,1,20,0.3836238437129224,0.9234894404025004,0.032534418,6.566672429803241,0.9178450788507676,3.044522437723423,3.044522437723423,3.044522437723423
1.0,1,0,4,1,20,0.3866438962939766,0.922229091635377,4.0,5.075173815233827,0.9228248932692413,3.044522437723423,3.044522437723423,3.044522437723423
14.0,1,1,4,1,20,0.3869121454736952,0.9221165824801885,1.0,6.633318433280377,0.9232663456105803,3.044522437723423,3.044522437723423,3.044522437723423
